id	cat_boost_original_bert	forest_original_bert	log_original_bert	neigh_original_bert	original_majority_label_bert
Mal_1566	Negative	Positive	Positive	Positive	Positive
Mal_1567	Mixed feelings	Positive	Positive	Positive	Positive
Mal_1568	Positive	Positive	Positive	Positive	Positive
Mal_1569	Positive	Positive	Positive	Positive	Positive
Mal_1570	Positive	Positive	Positive	Positive	Positive
Mal_1571	Positive	Positive	Positive	Positive	Positive
Mal_1572	Positive	Positive	Positive	Positive	Positive
Mal_1573	Positive	Positive	Positive	Positive	Positive
Mal_1574	Positive	Positive	Positive	Positive	Positive
Mal_1575	Mixed feelings	Positive	Positive	Positive	Positive
Mal_1576	Positive	Positive	Positive	Positive	Positive
Mal_1577	Positive	Positive	Positive	Positive	Positive
Mal_1578	Positive	Positive	Positive	Positive	Positive
Mal_1579	Positive	Positive	Positive	Positive	Positive
Mal_1580	Positive	Positive	Positive	Positive	Positive
Mal_1581	Negative	Positive	Positive	Positive	Positive
Mal_1582	Negative	Negative	Positive	Positive	Negative
Mal_1583	Positive	Positive	Positive	Positive	Positive
Mal_1584	Positive	Positive	Positive	Positive	Positive
Mal_1585	Positive	Positive	Positive	Positive	Positive
Mal_1586	Positive	Positive	Positive	Positive	Positive
Mal_1587	Positive	Positive	Positive	Positive	Positive
Mal_1588	Positive	Positive	Positive	Positive	Positive
Mal_1589	Positive	Positive	Positive	Positive	Positive
Mal_1590	Positive	Positive	Positive	Positive	Positive
Mal_1591	Positive	Positive	Positive	Positive	Positive
Mal_1592	Positive	Positive	Positive	Positive	Positive
Mal_1593	Positive	Positive	Positive	Positive	Positive
Mal_1594	Negative	not-Kannada	Negative	Negative	Negative
Mal_1595	Positive	Positive	Positive	Positive	Positive
Mal_1596	Positive	Positive	Positive	Positive	Positive
Mal_1597	Negative	Positive	Negative	Positive	Negative
Mal_1598	Positive	Positive	Positive	Negative	Positive
Mal_1599	Negative	Positive	Positive	Positive	Positive
Mal_1600	Positive	Mixed feelings	Positive	Positive	Positive
Mal_1601	Negative	Positive	Positive	Positive	Positive
Mal_1602	Positive	Positive	Positive	Positive	Positive
Mal_1603	Negative	Positive	Positive	Positive	Positive
Mal_1604	Positive	Positive	Positive	Positive	Positive
Mal_1605	Positive	Positive	Positive	Positive	Positive
Mal_1606	Positive	Positive	Positive	Positive	Positive
Mal_1607	Positive	Positive	Negative	Positive	Positive
Mal_1608	Positive	Positive	Positive	Positive	Positive
Mal_1609	Positive	Positive	Positive	Positive	Positive
Mal_1610	Positive	Negative	Positive	Positive	Positive
Mal_1611	Positive	Positive	Positive	Positive	Positive
Mal_1612	Negative	Negative	Negative	Positive	Negative
Mal_1613	Positive	Positive	Positive	Positive	Positive
Mal_1614	Positive	Positive	Positive	Positive	Positive
Mal_1615	Negative	Negative	Positive	Positive	Negative
Mal_1616	Positive	Positive	Positive	Positive	Positive
Mal_1617	Positive	Positive	Positive	Positive	Positive
Mal_1618	Positive	Positive	Positive	Positive	Positive
Mal_1619	Positive	Positive	Positive	Positive	Positive
Mal_1620	Positive	Positive	Positive	Positive	Positive
Mal_1621	Positive	Positive	Positive	Positive	Positive
Mal_1622	Positive	Positive	Positive	Positive	Positive
Mal_1623	Negative	Positive	Positive	Positive	Positive
Mal_1624	Positive	Positive	Positive	Positive	Positive
Mal_1625	Positive	Positive	Positive	Positive	Positive
Mal_1626	Negative	Positive	Negative	Positive	Negative
Mal_1627	Positive	Positive	Positive	Positive	Positive
Mal_1628	Negative	Positive	Positive	Positive	Positive
Mal_1629	Negative	Negative	Positive	Positive	Negative
Mal_1630	unknown state	Positive	Positive	Positive	Positive
Mal_1631	Positive	Positive	Positive	Positive	Positive
Mal_1632	Positive	Positive	Positive	Positive	Positive
Mal_1633	Positive	Positive	Positive	Positive	Positive
Mal_1634	Positive	Positive	Positive	Negative	Positive
Mal_1635	Positive	Positive	Positive	Negative	Positive
Mal_1636	Positive	Positive	Positive	Positive	Positive
Mal_1637	Positive	Positive	Negative	Positive	Positive
Mal_1638	Positive	Positive	Positive	Positive	Positive
Mal_1639	Positive	Positive	Positive	Positive	Positive
Mal_1640	Negative	Positive	Positive	Positive	Positive
Mal_1641	Mixed feelings	Positive	Positive	Positive	Positive
Mal_1642	Negative	Positive	Positive	Positive	Positive
Mal_1643	Positive	Positive	Positive	Positive	Positive
Mal_1644	Positive	Positive	Positive	Positive	Positive
Mal_1645	Positive	Positive	Positive	Positive	Positive
Mal_1646	Positive	Positive	Positive	Positive	Positive
Mal_1647	Positive	Positive	Positive	Positive	Positive
Mal_1648	Positive	Negative	Positive	Positive	Positive
Mal_1649	Negative	Negative	Negative	Positive	Negative
Mal_1650	Positive	Positive	Positive	Positive	Positive
Mal_1651	Negative	Negative	Positive	Positive	Negative
Mal_1652	Positive	Positive	Positive	Positive	Positive
Mal_1653	Negative	Positive	Positive	Positive	Positive
Mal_1654	Negative	Positive	Positive	Positive	Positive
Mal_1655	Positive	Positive	Positive	Positive	Positive
Mal_1656	Negative	Positive	Positive	Positive	Positive
Mal_1657	Positive	Positive	Positive	Positive	Positive
Mal_1658	Positive	Positive	Positive	Negative	Positive
Mal_1659	Negative	Positive	Mixed feelings	Positive	Positive
Mal_1660	Positive	Positive	Positive	unknown state	Positive
Mal_1661	Positive	Positive	Positive	Negative	Positive
Mal_1662	unknown state	Positive	Positive	Positive	Positive
Mal_1663	Positive	Positive	Positive	Positive	Positive
Mal_1664	Mixed feelings	Positive	Positive	Positive	Positive
Mal_1665	Positive	Positive	Positive	Positive	Positive
Mal_1666	Positive	Positive	unknown state	Positive	Positive
Mal_1667	Positive	Positive	Positive	Positive	Positive
Mal_1668	Positive	Positive	Positive	Positive	Positive
Mal_1669	Positive	Negative	Negative	Positive	Negative
Mal_1670	Positive	Positive	Positive	Positive	Positive
Mal_1671	Positive	Positive	Positive	Positive	Positive
Mal_1672	Positive	Positive	Positive	Positive	Positive
Mal_1673	Positive	Positive	Positive	Positive	Positive
Mal_1674	Positive	Positive	Positive	Positive	Positive
Mal_1675	Positive	Positive	Positive	Positive	Positive
Mal_1676	Positive	Positive	Positive	Positive	Positive
Mal_1677	Positive	Positive	Positive	Positive	Positive
Mal_1678	Mixed feelings	Positive	Positive	Positive	Positive
Mal_1679	Positive	Positive	Positive	Positive	Positive
Mal_1680	Negative	Positive	Positive	Negative	Negative
Mal_1681	Positive	Positive	Positive	Positive	Positive
Mal_1682	Positive	Positive	Positive	Positive	Positive
Mal_1683	Positive	Positive	Positive	Positive	Positive
Mal_1684	Positive	Positive	Positive	Positive	Positive
Mal_1685	Positive	Positive	Positive	Positive	Positive
Mal_1686	Negative	Positive	Positive	Positive	Positive
Mal_1687	Positive	Positive	Positive	Positive	Positive
Mal_1688	Positive	Positive	Positive	Negative	Positive
Mal_1689	Positive	Positive	Positive	Positive	Positive
Mal_1690	Positive	Positive	Positive	Positive	Positive
Mal_1691	Positive	Positive	Positive	Positive	Positive
Mal_1692	Negative	Positive	Positive	Positive	Positive
Mal_1693	Positive	Positive	Positive	Positive	Positive
Mal_1694	Negative	Positive	Positive	Negative	Negative
Mal_1695	Negative	Positive	Positive	Positive	Positive
Mal_1696	unknown state	Positive	Positive	Positive	Positive
Mal_1697	Positive	Positive	Positive	Positive	Positive
Mal_1698	Positive	Positive	Negative	Positive	Positive
Mal_1699	Positive	Positive	Positive	Positive	Positive
Mal_1700	Negative	Positive	Positive	Negative	Negative
Mal_1701	Negative	Positive	Positive	Positive	Positive
Mal_1702	Positive	Positive	Positive	Positive	Positive
Mal_1703	Positive	Positive	Positive	Positive	Positive
Mal_1704	Positive	Positive	Positive	Positive	Positive
Mal_1705	Positive	Positive	Positive	Positive	Positive
Mal_1706	Positive	Positive	Positive	Positive	Positive
Mal_1707	Positive	Positive	Positive	Mixed feelings	Positive
Mal_1708	Positive	Positive	Positive	Positive	Positive
Mal_1709	Negative	Positive	Positive	Positive	Positive
Mal_1710	Positive	Positive	Positive	Positive	Positive
Mal_1711	Negative	Mixed feelings	Negative	Positive	Negative
Mal_1712	Negative	unknown state	Negative	Positive	Negative
Mal_1713	Mixed feelings	unknown state	Negative	Positive	Negative
Mal_1714	Positive	Positive	Positive	Positive	Positive
Mal_1715	Positive	Negative	Positive	Positive	Positive
Mal_1716	Negative	Positive	Negative	Positive	Negative
Mal_1717	Positive	Positive	Positive	Positive	Positive
Mal_1718	Negative	Positive	Positive	Negative	Negative
Mal_1719	Positive	Positive	Positive	Positive	Positive
Mal_1720	Positive	Positive	Positive	Positive	Positive
Mal_1721	Positive	Positive	Negative	Negative	Negative
Mal_1722	Mixed feelings	Positive	Positive	Positive	Positive
Mal_1723	Positive	Positive	Positive	Positive	Positive
Mal_1724	Positive	Positive	Positive	Positive	Positive
Mal_1725	Negative	Positive	Positive	Positive	Positive
Mal_1726	Positive	Positive	Positive	Positive	Positive
Mal_1727	Positive	Positive	Positive	Positive	Positive
Mal_1728	Positive	Positive	Positive	Positive	Positive
Mal_1729	Positive	Positive	Positive	Positive	Positive
Mal_1730	Positive	Negative	Positive	Positive	Positive
Mal_1731	Positive	Positive	Positive	Positive	Positive
Mal_1732	Positive	Negative	Positive	Mixed feelings	Positive
Mal_1733	Mixed feelings	Positive	Positive	Positive	Positive
Mal_1734	Positive	Positive	Positive	Negative	Positive
Mal_1735	Positive	Positive	Positive	Positive	Positive
Mal_1736	Positive	Positive	Positive	Positive	Positive
Mal_1737	Positive	Positive	Positive	Positive	Positive
Mal_1738	Positive	Positive	Positive	Positive	Positive
Mal_1739	Positive	Positive	Positive	Positive	Positive
Mal_1740	Positive	Positive	Positive	Positive	Positive
Mal_1741	Positive	Positive	Positive	Positive	Positive
Mal_1742	Positive	Positive	Positive	Positive	Positive
Mal_1743	Positive	Positive	Positive	Positive	Positive
Mal_1744	Positive	Positive	Positive	Positive	Positive
Mal_1745	Negative	Negative	Negative	Positive	Negative
Mal_1746	Mixed feelings	Positive	Positive	Positive	Positive
Mal_1747	Positive	Positive	Positive	Positive	Positive
Mal_1748	Positive	Positive	Positive	Positive	Positive
Mal_1749	Positive	Negative	Positive	Positive	Positive
Mal_1750	Positive	Positive	Positive	Positive	Positive
Mal_1751	Positive	Positive	Positive	Positive	Positive
Mal_1752	Positive	Positive	Positive	Positive	Positive
Mal_1753	Positive	Positive	Positive	Positive	Positive
Mal_1754	Positive	Positive	Negative	Positive	Positive
Mal_1755	Positive	Positive	Positive	Positive	Positive
Mal_1756	Positive	Positive	Positive	Positive	Positive
Mal_1757	Positive	Positive	Positive	Positive	Positive
Mal_1758	Positive	Positive	Positive	Positive	Positive
Mal_1759	unknown state	Positive	Positive	Positive	Positive
Mal_1760	Mixed feelings	Positive	Positive	Positive	Positive
Mal_1761	Negative	Negative	Positive	Positive	Negative
Mal_1762	Positive	Positive	Positive	Positive	Positive
Mal_1763	Positive	Positive	Negative	Positive	Positive
Mal_1764	Negative	Positive	Negative	Positive	Negative
Mal_1765	Positive	Positive	Positive	Positive	Positive
Mal_1766	Positive	Negative	Positive	Positive	Positive
Mal_1767	Negative	Positive	Positive	Positive	Positive
Mal_1768	Positive	Negative	Negative	Negative	Negative
Mal_1769	Positive	Positive	Positive	Positive	Positive
Mal_1770	Positive	Positive	Positive	Positive	Positive
Mal_1771	Negative	Positive	Positive	Positive	Positive
Mal_1772	Positive	Positive	Positive	Positive	Positive
Mal_1773	Positive	Positive	Positive	Positive	Positive
Mal_1774	Negative	Positive	Positive	Positive	Positive
Mal_1775	Positive	Positive	Negative	Positive	Positive
Mal_1776	Positive	Positive	Positive	Positive	Positive
Mal_1777	Positive	Positive	Positive	Positive	Positive
Mal_1778	Positive	Positive	Positive	Positive	Positive
Mal_1779	Positive	Positive	Positive	Positive	Positive
Mal_1780	Positive	Positive	Positive	Negative	Positive
Mal_1781	unknown state	Mixed feelings	Positive	Positive	Positive
Mal_1782	Negative	Positive	Positive	Positive	Positive
Mal_1783	Positive	Mixed feelings	Negative	Positive	Positive
Mal_1784	Positive	Positive	Positive	Positive	Positive
Mal_1785	unknown state	Positive	Positive	Positive	Positive
Mal_1786	Positive	Negative	Positive	Positive	Positive
Mal_1787	Positive	Positive	Positive	Positive	Positive
Mal_1788	Positive	Positive	Positive	Positive	Positive
Mal_1789	Negative	Positive	Negative	Positive	Negative
Mal_1790	Positive	Positive	Positive	Positive	Positive
Mal_1791	Mixed feelings	Positive	Negative	Mixed feelings	Mixed feelings
Mal_1792	Positive	Positive	Positive	Positive	Positive
Mal_1793	Positive	Positive	Positive	Positive	Positive
Mal_1794	Positive	Positive	Positive	Positive	Positive
Mal_1795	Positive	Positive	Positive	Negative	Positive
Mal_1796	Positive	Positive	Positive	Positive	Positive
Mal_1797	Positive	Positive	unknown state	Positive	Positive
Mal_1798	Positive	Positive	Positive	Positive	Positive
Mal_1799	Positive	Positive	Positive	Negative	Positive
Mal_1800	Positive	Positive	Positive	Positive	Positive
Mal_1801	Negative	Positive	Positive	Negative	Negative
Mal_1802	Positive	Positive	Positive	Positive	Positive
Mal_1803	Positive	Positive	Positive	Negative	Positive
Mal_1804	Positive	Negative	Positive	Positive	Positive
Mal_1805	Positive	Positive	Positive	Positive	Positive
Mal_1806	Negative	Positive	Positive	Positive	Positive
Mal_1807	Positive	Positive	Positive	Positive	Positive
Mal_1808	Positive	Positive	Positive	Positive	Positive
Mal_1809	Positive	Positive	Positive	Positive	Positive
Mal_1810	Positive	Positive	Positive	Positive	Positive
Mal_1811	Positive	Positive	Positive	Positive	Positive
Mal_1812	Negative	Positive	Positive	Positive	Positive
Mal_1813	Positive	Positive	Positive	Positive	Positive
Mal_1814	Positive	Positive	Positive	Positive	Positive
Mal_1815	Negative	Positive	Negative	Positive	Negative
Mal_1816	Positive	Positive	Positive	Positive	Positive
Mal_1817	Positive	Positive	Positive	Positive	Positive
Mal_1818	Positive	Positive	Positive	Positive	Positive
Mal_1819	Positive	Positive	Positive	Positive	Positive
Mal_1820	Negative	Positive	Positive	Negative	Negative
Mal_1821	Positive	Positive	Positive	Positive	Positive
Mal_1822	Negative	Positive	Positive	Positive	Positive
Mal_1823	Positive	Negative	Positive	Positive	Positive
Mal_1824	Positive	Positive	Positive	Positive	Positive
Mal_1825	Positive	Positive	Positive	Positive	Positive
Mal_1826	Positive	Positive	Positive	Positive	Positive
Mal_1827	Positive	Positive	Positive	Positive	Positive
Mal_1828	Positive	Positive	Mixed feelings	Positive	Positive
Mal_1829	Positive	Positive	Positive	Positive	Positive
Mal_1830	Negative	Positive	Positive	Negative	Negative
Mal_1831	Positive	Positive	Positive	Positive	Positive
Mal_1832	Positive	Positive	Positive	Positive	Positive
Mal_1833	Positive	Positive	Positive	Positive	Positive
Mal_1834	Positive	Positive	Positive	Positive	Positive
Mal_1835	Positive	Positive	Positive	Positive	Positive
Mal_1836	Positive	Positive	Positive	Positive	Positive
Mal_1837	Positive	Positive	Positive	Positive	Positive
Mal_1838	Positive	Positive	Positive	Positive	Positive
Mal_1839	Positive	Positive	Positive	Positive	Positive
Mal_1840	Positive	Positive	Positive	Positive	Positive
Mal_1841	Positive	Positive	Positive	Positive	Positive
Mal_1842	Negative	Positive	Positive	Positive	Positive
Mal_1843	Positive	Positive	Positive	Positive	Positive
Mal_1844	Positive	Positive	Positive	Positive	Positive
Mal_1845	Positive	Positive	Positive	Positive	Positive
Mal_1846	Positive	Positive	Positive	Positive	Positive
Mal_1847	Positive	Positive	Positive	Positive	Positive
Mal_1848	Positive	Positive	Positive	Positive	Positive
Mal_1849	Positive	Positive	Positive	Positive	Positive
Mal_1850	Positive	Positive	Positive	Negative	Positive
Mal_1851	Negative	Positive	Positive	Positive	Positive
Mal_1852	Positive	Positive	Positive	Negative	Positive
Mal_1853	Negative	Positive	Positive	Positive	Positive
Mal_1854	Positive	Positive	Positive	Positive	Positive
Mal_1855	Mixed feelings	Positive	Positive	Positive	Positive
Mal_1856	Mixed feelings	unknown state	Negative	Negative	Negative
Mal_1857	Positive	Positive	Positive	Positive	Positive
Mal_1858	Positive	Positive	Positive	Positive	Positive
Mal_1859	Positive	Positive	Positive	Positive	Positive
Mal_1860	Positive	Positive	Positive	Positive	Positive
Mal_1861	Positive	Positive	Positive	Positive	Positive
Mal_1862	Positive	Positive	Positive	unknown state	Positive
Mal_1863	Positive	Positive	Positive	Positive	Positive
Mal_1864	Positive	Positive	Positive	Positive	Positive
Mal_1865	Positive	Negative	Positive	Positive	Positive
Mal_1866	Negative	Positive	Negative	Positive	Negative
Mal_1867	Negative	Positive	Positive	Positive	Positive
Mal_1868	Positive	Negative	Positive	Negative	Negative
Mal_1869	Positive	Mixed feelings	Negative	Positive	Positive
Mal_1870	Positive	Positive	Positive	Positive	Positive
Mal_1871	Positive	Positive	Positive	Positive	Positive
Mal_1872	Positive	Positive	Positive	Positive	Positive
Mal_1873	Negative	Positive	Positive	Positive	Positive
Mal_1874	Negative	Positive	Negative	Positive	Negative
Mal_1875	Positive	Positive	Positive	Positive	Positive
Mal_1876	Positive	Positive	Positive	Positive	Positive
Mal_1877	Negative	Positive	Negative	Positive	Negative
Mal_1878	Positive	Positive	Positive	Positive	Positive
Mal_1879	Positive	Positive	Positive	Positive	Positive
Mal_1880	Negative	Positive	Positive	Positive	Positive
Mal_1881	Positive	Positive	Positive	Positive	Positive
Mal_1882	Negative	Negative	Positive	Positive	Negative
Mal_1883	Positive	Positive	Positive	Positive	Positive
Mal_1884	Positive	Positive	Positive	Positive	Positive
Mal_1885	Positive	Positive	Positive	Positive	Positive
Mal_1886	Positive	Positive	Positive	Positive	Positive
Mal_1887	Positive	Positive	Positive	Positive	Positive
Mal_1888	Positive	Positive	Positive	Positive	Positive
Mal_1889	Positive	Positive	Positive	Positive	Positive
Mal_1890	Positive	Positive	Positive	Positive	Positive
Mal_1891	Positive	Positive	Positive	Positive	Positive
Mal_1892	Negative	Positive	Negative	Negative	Negative
Mal_1893	Positive	Positive	Positive	Positive	Positive
Mal_1894	Positive	Positive	Positive	Mixed feelings	Positive
Mal_1895	Positive	Positive	Positive	Positive	Positive
Mal_1896	unknown state	Positive	Mixed feelings	Positive	Positive
Mal_1897	Positive	Positive	Positive	Positive	Positive
Mal_1898	Positive	Positive	Positive	Positive	Positive
Mal_1899	Positive	Positive	Positive	Positive	Positive
Mal_1900	Negative	Positive	Positive	Positive	Positive
Mal_1901	Positive	Positive	Positive	Positive	Positive
Mal_1902	Positive	Positive	Positive	Positive	Positive
Mal_1903	Positive	Positive	Positive	Positive	Positive
Mal_1904	Positive	Negative	Positive	Positive	Positive
Mal_1905	Negative	Positive	Positive	Positive	Positive
Mal_1906	Mixed feelings	Mixed feelings	Positive	Positive	Positive
Mal_1907	Positive	Negative	Positive	Negative	Negative
Mal_1908	Positive	Positive	Positive	Positive	Positive
Mal_1909	Positive	Positive	Positive	Positive	Positive
Mal_1910	Positive	Positive	Positive	Positive	Positive
Mal_1911	Positive	Positive	Negative	Negative	Negative
Mal_1912	Positive	Positive	Positive	Positive	Positive
Mal_1913	Positive	Positive	Positive	Positive	Positive
Mal_1914	Positive	Positive	Positive	Positive	Positive
Mal_1915	Negative	Positive	Positive	Positive	Positive
Mal_1916	Positive	Positive	Positive	Positive	Positive
Mal_1917	Positive	Positive	Positive	Positive	Positive
Mal_1918	Positive	Positive	Positive	Positive	Positive
Mal_1919	Positive	Positive	Positive	Positive	Positive
Mal_1920	Positive	Negative	Positive	Positive	Positive
Mal_1921	Positive	Positive	Positive	Positive	Positive
Mal_1922	Negative	Positive	Positive	Positive	Positive
Mal_1923	Positive	Positive	Positive	Positive	Positive
Mal_1924	Positive	Positive	Positive	Positive	Positive
Mal_1925	Positive	Positive	Positive	Positive	Positive
Mal_1926	Positive	Positive	Positive	Positive	Positive
Mal_1927	Positive	Negative	Positive	Positive	Positive
Mal_1928	Positive	Positive	Positive	Positive	Positive
Mal_1929	Positive	Positive	Positive	Negative	Positive
Mal_1930	Negative	Positive	Positive	Positive	Positive
Mal_1931	Positive	Positive	Positive	Positive	Positive
Mal_1932	not-Kannada	Positive	Positive	Positive	Positive
Mal_1933	Positive	Positive	Positive	Positive	Positive
Mal_1934	Positive	Positive	Positive	Positive	Positive
Mal_1935	Negative	Negative	Negative	Positive	Negative
Mal_1936	Positive	Positive	Positive	Negative	Positive
Mal_1937	Positive	Positive	Positive	Positive	Positive
Mal_1938	Negative	Positive	Positive	Positive	Positive
Mal_1939	Positive	Positive	Positive	Positive	Positive
Mal_1940	Positive	Positive	Positive	Positive	Positive
Mal_1941	Positive	Positive	Positive	Positive	Positive
Mal_1942	Positive	Positive	Negative	Positive	Positive
Mal_1943	Positive	Positive	Positive	Positive	Positive
Mal_1944	Positive	Positive	Positive	Positive	Positive
Mal_1945	Negative	Negative	Positive	Positive	Negative
Mal_1946	Positive	Positive	Mixed feelings	Positive	Positive
Mal_1947	Positive	Positive	Positive	Positive	Positive
Mal_1948	Positive	Positive	Positive	Positive	Positive
Mal_1949	Positive	Positive	Positive	Positive	Positive
Mal_1950	Negative	Negative	Positive	Positive	Negative
Mal_1951	Positive	Positive	Positive	Positive	Positive
Mal_1952	Positive	Positive	Positive	Positive	Positive
Mal_1953	Positive	Negative	Positive	Negative	Negative
Mal_1954	Positive	Positive	Positive	Positive	Positive
Mal_1955	Positive	Positive	Positive	Positive	Positive
Mal_1956	Negative	Positive	Positive	Positive	Positive
Mal_1957	Negative	Positive	Negative	Positive	Negative
Mal_1958	Positive	Positive	Positive	Positive	Positive
Mal_1959	Positive	Mixed feelings	Positive	Positive	Positive
Mal_1960	Positive	Positive	Positive	Positive	Positive
Mal_1961	Negative	Positive	Positive	Negative	Negative
Mal_1962	Positive	Positive	Positive	Positive	Positive
